7.225000000000000000e+01 7.279000000000000625e+01 7.178000000000000114e+01 7.212999999999999545e+01 7.162999999999999545e+01 7.059000000000000341e+01
7.162999999999999545e+01 7.495000000000000284e+01 7.570999999999999375e+01 7.156000000000000227e+01 7.407999999999999829e+01 7.248000000000000398e+01
7.025000000000000000e+01 7.401000000000000512e+01 7.289000000000000057e+01 7.467000000000000171e+01 7.570999999999999375e+01 7.289000000000000057e+01
7.632999999999999829e+01 7.456999999999999318e+01 7.579999999999999716e+01 7.570000000000000284e+01 7.145000000000000284e+01 7.529999999999999716e+01
7.673999999999999488e+01 7.420000000000000284e+01 7.750000000000000000e+01 7.142000000000000171e+01 7.501999999999999602e+01 7.484000000000000341e+01
7.790000000000000568e+01 7.659999999999999432e+01 7.564000000000000057e+01 7.704000000000000625e+01 7.528000000000000114e+01 7.323000000000000398e+01
7.668000000000000682e+01 7.589000000000000057e+01 7.721999999999999886e+01 7.590000000000000568e+01 7.470000000000000284e+01 7.645999999999999375e+01
7.698000000000000398e+01 7.746999999999999886e+01 7.873000000000000398e+01 7.590999999999999659e+01 7.768000000000000682e+01 7.223999999999999488e+01
7.489000000000000057e+01 7.634999999999999432e+01 7.835999999999999943e+01 7.746999999999999886e+01 7.542000000000000171e+01 7.698999999999999488e+01
7.900000000000000000e+01 7.456999999999999318e+01 7.673999999999999488e+01 7.700000000000000000e+01 7.890999999999999659e+01 7.831000000000000227e+01
